Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PA0030	cosX	CosX	Pseudomonas aeruginosa PAO1 (Reference)	GO:0042425	choline biosynthetic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:Q500S0	PMID:23763788
PA0030	cosX	CosX	Pseudomonas aeruginosa PAO1 (Reference)	GO:1901682	sulfur compound transmembrane transporter activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:Q500S0	PMID:23763788
PA0030	cosX	CosX	Pseudomonas aeruginosa PAO1 (Reference)	GO:0042597	periplasmic space	cellular_component	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:Q500S0	PMID:23763788
PA0030	cosX	CosX	Pseudomonas aeruginosa PAO1 (Reference)	GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular_component	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:Q500S0	PMID:23763788
PA0031	betC	choline sulfatase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF53649	PMID:24451626
PA0031	betC	choline sulfatase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF53649	PMID:24451626
PA0031	betC	choline sulfatase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008484	sulfuric ester hydrolase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00884	PMID:24451626
PA0031	betC	choline sulfatase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0050896	response to stimulus	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA0032	PA0032	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA0032	PA0032	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA0033	hptC	Histidine phosphotransfer protein HptC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000160	phosphorelay signal transduction system	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00088	PMID:24451626
PA0033	hptC	Histidine phosphotransfer protein HptC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004871	signal transducer activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00088	PMID:24451626
PA0033	hptC	Histidine phosphotransfer protein HptC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009927	histidine phosphotransfer kinase activity	molecular_function	ISS	ECO:0000044	sequence similarity evidence		
PA0034	PA0034	probable two-component response regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00421	PMID:24451626
PA0034	PA0034	probable two-component response regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000160	phosphorelay signal transduction system	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00072	PMID:24451626
PA0034	PA0034	probable two-component response regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46894	PMID:24451626
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006568	tryptophan metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd04724	PMID:24451626
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF51366	PMID:24451626
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF51366	PMID:24451626
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000162	tryptophan biosynthetic process	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:3127651
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000162	tryptophan biosynthetic process	biological_process	NAS	ECO:0000303	non-traceable author statement used in manual assertion		PMID:3127651
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006520	cellular amino acid metabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3127651
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000162	tryptophan biosynthetic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3127651
PA0035	trpA	tryptophan synthase alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004834	tryptophan synthase activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3127651
PA0036	trpB	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006568	tryptophan metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd06446	PMID:24451626
PA0036	trpB	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016833	oxo-acid-lyase activity	molecular_function	ISS	ECO:0000044	sequence similarity evidence		
PA0036	trpB	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000162	tryptophan biosynthetic process	biological_process	NAS	ECO:0000303	non-traceable author statement used in manual assertion		PMID:3127651
PA0036	trpB	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006520	cellular amino acid metabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3127651
PA0036	trpB	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000162	tryptophan biosynthetic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3127651
PA0036	trpB	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004834	tryptophan synthase activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3127651
PA0037	trpI	transcriptional regulator TrpI	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA0037	trpI	transcriptional regulator TrpI	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:1904858
PA0037	trpI	transcriptional regulator TrpI	Pseudomonas aeruginosa PAO1 (Reference)	GO:2000284	positive regulation of cellular amino acid biosynthetic process	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:1904858
PA0040	PA0040	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015031	protein transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF029745	PMID:24451626
PA0041	PA0041	probable hemagglutinin	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004549	tRNA-specific ribonuclease activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd13442	PMID:24451626
PA0043	PA0043	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02308	PMID:24451626
PA0044	exoT	exoenzyme T	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005096	GTPase activator activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01372	PMID:24451626
PA0044	exoT	exoenzyme T	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005576	extracellular region	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03496	PMID:24451626
PA0044	exoT	exoenzyme T	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009405	pathogenesis	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03496	PMID:24451626
PA0045	PA0045	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015031	protein transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF52964	PMID:24451626
PA0045	PA0045	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0042597	periplasmic space	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF52964	PMID:24451626
PA0045	PA0045	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0030288	outer membrane-bounded periplasmic space	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03783	PMID:24451626
PA0048	PA0048	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0043565	sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50943	PMID:24451626
PA0048	PA0048	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF47413	PMID:24451626
PA0051	phzH	potential phenazine-modifying enzyme	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00733	PMID:24451626
PA0051	phzH	potential phenazine-modifying enzyme	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006529	asparagine biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00733	PMID:24451626
PA0051	phzH	potential phenazine-modifying enzyme	Pseudomonas aeruginosa PAO1 (Reference)	GO:0002047	phenazine biosynthetic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA0051	phzH	potential phenazine-modifying enzyme	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISS	ECO:0000044	sequence similarity evidence		
PA0053	PA0053	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016301	kinase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01550	PMID:24451626
PA0054	PA0054	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00299	PMID:24451626
PA0054	PA0054	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01885	PMID:24451626
PA0054	PA0054	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01885	PMID:24451626
PA0056	PA0056	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA0056	PA0056	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA0058	dsbM	DsbM	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015035	protein disulfide oxidoreductase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01323	PMID:24451626
PA0059	osmC	osmotically inducible protein OsmC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004601	peroxidase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03562	PMID:24451626
PA0059	osmC	osmotically inducible protein OsmC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006979	response to oxidative stress	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03562	PMID:24451626
PA0067	prlC	oligopeptidase A	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008233	peptidase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd06456	PMID:24451626
PA0067	prlC	oligopeptidase A	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004222	metalloendopeptidase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01432	PMID:24451626
PA0067	prlC	oligopeptidase A	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006508	proteolysis	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01432	PMID:24451626
PA0069	PA0069	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.20.20.70	PMID:24451626
PA0069	PA0069	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0051536	iron-sulfur cluster binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF04055	PMID:24451626
PA0073	tagT1	TagT1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50893	PMID:24451626
PA0073	tagT1	TagT1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016887	ATPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50893	PMID:24451626
PA0074	ppkA	serine/threonine protein kinase PpkA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00107	PMID:24451626
PA0074	ppkA	serine/threonine protein kinase PpkA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004672	protein kinase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50011	PMID:24451626
PA0074	ppkA	serine/threonine protein kinase PpkA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006468	protein phosphorylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50011	PMID:24451626
PA0074	ppkA	serine/threonine protein kinase PpkA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0050714	positive regulation of protein secretion	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:19400797
